status,type,airline.iataCode,airline.name,arrival.actualTime,arrival.delay,arrival.estimatedTime,arrival.iataCode,arrival.scheduledTime,departure.actualTime,departure.delay,departure.estimatedTime,departure.iataCode,departure.scheduledTime,flight.iataNumber,orig_country,dest_country
active,departure,AI,Air India,,,2025-09-23 16:59:00,IXC,2025-09-23 17:15:00,2025-09-23 15:04:00,20.0,2025-09-23 14:47:00,BOM,2025-09-23 14:45:00,AI2659,India,India
active,departure,6E,IndiGo,,,2025-09-23 15:43:00,HBX,2025-09-23 16:00:00,2025-09-23 14:50:00,6.0,2025-09-23 14:40:00,BOM,2025-09-23 14:45:00,6E736,India,India
active,departure,OV,SalamAir,,,2025-09-23 15:37:00,MCT,2025-09-23 16:05:00,2025-09-23 14:59:00,10.0,2025-09-23 14:43:00,BOM,2025-09-23 14:50:00,OV8020,India,Oman
active,departure,WY,Oman Air,,,2025-09-23 15:37:00,MCT,2025-09-23 16:05:00,2025-09-23 14:59:00,10.0,2025-09-23 14:43:00,BOM,2025-09-23 14:50:00,WY204,India,Oman
active,departure,ET,Ethiopian Airlines,,1.0,2025-09-23 16:31:00,HYD,2025-09-23 16:30:00,2025-09-23 15:22:00,23.0,2025-09-23 14:59:00,BOM,2025-09-23 15:00:00,ET1223,India,India
active,departure,SQ,Singapore Airlines,,1.0,2025-09-23 16:31:00,HYD,2025-09-23 16:30:00,2025-09-23 15:22:00,23.0,2025-09-23 14:59:00,BOM,2025-09-23 15:00:00,SQ4860,India,India
active,departure,AI,Air India,,1.0,2025-09-23 16:31:00,HYD,2025-09-23 16:30:00,2025-09-23 15:22:00,23.0,2025-09-23 14:59:00,BOM,2025-09-23 15:00:00,AI2446,India,India
active,departure,SG,SpiceJet,,,2025-09-23 16:52:00,VNS,2025-09-23 17:15:00,2025-09-23 15:03:00,4.0,2025-09-23 14:46:00,BOM,2025-09-23 15:00:00,SG715,India,India
active,departure,6E,IndiGo,,,,GOP,2025-09-23 17:20:00,,40.0,2025-09-23 15:40:00,BOM,2025-09-23 15:00:00,6E5186,India,India
active,departure,BA,British Airways,,,2025-09-23 16:54:00,DEL,2025-09-23 17:15:00,2025-09-23 15:09:00,10.0,2025-09-23 14:55:00,BOM,2025-09-23 15:00:00,BA8775,India,India
active,departure,JL,Jet Linx Aviation,,,2025-09-23 16:54:00,DEL,2025-09-23 17:15:00,2025-09-23 15:09:00,10.0,2025-09-23 14:55:00,BOM,2025-09-23 15:00:00,JL9004,India,India
active,departure,QF,Qantas,,,2025-09-23 16:54:00,DEL,2025-09-23 17:15:00,2025-09-23 15:09:00,10.0,2025-09-23 14:55:00,BOM,2025-09-23 15:00:00,QF5304,India,India
active,departure,VS,Virgin Atlantic,,,2025-09-23 16:54:00,DEL,2025-09-23 17:15:00,2025-09-23 15:09:00,10.0,2025-09-23 14:55:00,BOM,2025-09-23 15:00:00,VS8529,India,India
active,departure,6E,IndiGo,,,2025-09-23 16:54:00,DEL,2025-09-23 17:15:00,2025-09-23 15:09:00,10.0,2025-09-23 14:55:00,BOM,2025-09-23 15:00:00,6E6704,India,India
active,departure,BA,British Airways,,,2025-09-23 16:33:00,CCJ,2025-09-23 17:00:00,2025-09-23 15:07:00,7.0,2025-09-23 14:55:00,BOM,2025-09-23 15:00:00,BA7927,India,India
active,departure,6E,IndiGo,,,2025-09-23 16:33:00,CCJ,2025-09-23 17:00:00,2025-09-23 15:07:00,7.0,2025-09-23 14:55:00,BOM,2025-09-23 15:00:00,6E6931,India,India
active,departure,AI,Air India,,11.0,2025-09-23 16:31:00,AMD,2025-09-23 16:20:00,2025-09-23 15:37:00,32.0,2025-09-23 15:11:00,BOM,2025-09-23 15:05:00,AI2513,India,India
active,departure,VS,Virgin Atlantic,,,,CCU,2025-09-23 17:50:00,,170.0,2025-09-23 17:55:00,BOM,2025-09-23 15:05:00,VS8511,India,India
active,departure,6E,IndiGo,,,,CCU,2025-09-23 17:50:00,,170.0,2025-09-23 17:55:00,BOM,2025-09-23 15:05:00,6E5354,India,India
active,departure,SQ,Singapore Airlines,,,2025-09-23 19:57:00,LHR,2025-09-23 20:20:00,2025-09-23 15:26:00,17.0,2025-09-23 15:20:00,BOM,2025-09-23 15:10:00,SQ4927,India,United Kingdom
active,departure,AI,Air India,,,2025-09-23 19:57:00,LHR,2025-09-23 20:20:00,2025-09-23 15:26:00,17.0,2025-09-23 15:20:00,BOM,2025-09-23 15:10:00,AI131,India,United Kingdom
active,departure,SQ,Singapore Airlines,,,2025-09-23 17:05:00,DEL,2025-09-23 17:25:00,2025-09-23 15:21:00,11.0,2025-09-23 15:02:00,BOM,2025-09-23 15:10:00,SQ4862,India,India
active,departure,AI,Air India,,,2025-09-23 17:05:00,DEL,2025-09-23 17:25:00,2025-09-23 15:21:00,11.0,2025-09-23 15:02:00,BOM,2025-09-23 15:10:00,AI2442,India,India
active,departure,JL,Jet Linx Aviation,,,2025-09-23 16:52:00,BLR,2025-09-23 17:15:00,2025-09-23 15:34:00,19.0,2025-09-23 15:05:00,BOM,2025-09-23 15:15:00,JL9764,India,India
active,departure,QF,Qantas,,,2025-09-23 16:52:00,BLR,2025-09-23 17:15:00,2025-09-23 15:34:00,19.0,2025-09-23 15:05:00,BOM,2025-09-23 15:15:00,QF5072,India,India
active,departure,VS,Virgin Atlantic,,,2025-09-23 16:52:00,BLR,2025-09-23 17:15:00,2025-09-23 15:34:00,19.0,2025-09-23 15:05:00,BOM,2025-09-23 15:15:00,VS8499,India,India
active,departure,6E,IndiGo,,,2025-09-23 16:52:00,BLR,2025-09-23 17:15:00,2025-09-23 15:34:00,19.0,2025-09-23 15:05:00,BOM,2025-09-23 15:15:00,6E5071,India,India
active,departure,BA,British Airways,,,2025-09-23 16:13:00,AMD,2025-09-23 16:35:00,2025-09-23 15:28:00,13.0,2025-09-23 15:03:00,BOM,2025-09-23 15:15:00,BA8005,India,India
active,departure,TK,Turkish Airlines,,,2025-09-23 16:13:00,AMD,2025-09-23 16:35:00,2025-09-23 15:28:00,13.0,2025-09-23 15:03:00,BOM,2025-09-23 15:15:00,TK4669,India,India
active,departure,VS,Virgin Atlantic,,,2025-09-23 16:13:00,AMD,2025-09-23 16:35:00,2025-09-23 15:28:00,13.0,2025-09-23 15:03:00,BOM,2025-09-23 15:15:00,VS8476,India,India
active,departure,6E,IndiGo,,,2025-09-23 16:13:00,AMD,2025-09-23 16:35:00,2025-09-23 15:28:00,13.0,2025-09-23 15:03:00,BOM,2025-09-23 15:15:00,6E5201,India,India
active,departure,SQ,Singapore Airlines,,,2025-09-23 17:07:00,BLR,2025-09-23 17:25:00,2025-09-23 15:47:00,27.0,2025-09-23 15:20:00,BOM,2025-09-23 15:20:00,SQ4873,India,India
active,departure,AI,Air India,,,2025-09-23 17:07:00,BLR,2025-09-23 17:25:00,2025-09-23 15:47:00,27.0,2025-09-23 15:20:00,BOM,2025-09-23 15:20:00,AI2853,India,India
active,departure,BA,British Airways,,,2025-09-23 16:39:00,HYD,2025-09-23 16:50:00,2025-09-23 15:35:00,15.0,2025-09-23 15:15:00,BOM,2025-09-23 15:20:00,BA8789,India,India
active,departure,VS,Virgin Atlantic,,,2025-09-23 16:39:00,HYD,2025-09-23 16:50:00,2025-09-23 15:35:00,15.0,2025-09-23 15:15:00,BOM,2025-09-23 15:20:00,VS8561,India,India
active,departure,6E,IndiGo,,,2025-09-23 16:39:00,HYD,2025-09-23 16:50:00,2025-09-23 15:35:00,15.0,2025-09-23 15:15:00,BOM,2025-09-23 15:20:00,6E5386,India,India
active,departure,6E,IndiGo,,,2025-09-23 21:26:00,HKT,2025-09-23 21:35:00,2025-09-23 15:49:00,25.0,2025-09-23 15:27:00,BOM,2025-09-23 15:25:00,6E1089,India,Thailand
active,departure,6E,IndiGo,,,2025-09-23 16:52:00,DXB,2025-09-23 16:55:00,2025-09-23 15:55:00,30.0,2025-09-23 15:34:00,BOM,2025-09-23 15:25:00,6E1453,India,United Arab Emirates
active,departure,ET,Ethiopian Airlines,,,2025-09-23 16:39:00,GOI,2025-09-23 16:50:00,2025-09-23 15:52:00,22.0,2025-09-23 15:30:00,BOM,2025-09-23 15:30:00,ET1153,India,India
active,departure,SQ,Singapore Airlines,,,2025-09-23 16:39:00,GOI,2025-09-23 16:50:00,2025-09-23 15:52:00,22.0,2025-09-23 15:30:00,BOM,2025-09-23 15:30:00,SQ4979,India,India
active,departure,AI,Air India,,,2025-09-23 16:39:00,GOI,2025-09-23 16:50:00,2025-09-23 15:52:00,22.0,2025-09-23 15:30:00,BOM,2025-09-23 15:30:00,AI2745,India,India
active,departure,VS,Virgin Atlantic,,4.0,2025-09-23 17:28:00,RPR,2025-09-23 17:25:00,2025-09-23 15:57:00,28.0,2025-09-23 15:37:00,BOM,2025-09-23 15:30:00,VS8605,India,India
active,departure,6E,IndiGo,,4.0,2025-09-23 17:28:00,RPR,2025-09-23 17:25:00,2025-09-23 15:57:00,28.0,2025-09-23 15:37:00,BOM,2025-09-23 15:30:00,6E2723,India,India
active,departure,BA,British Airways,,2.0,2025-09-23 17:37:00,MAA,2025-09-23 17:35:00,2025-09-23 16:03:00,29.0,2025-09-23 15:38:00,BOM,2025-09-23 15:35:00,BA8791,India,India
active,departure,VS,Virgin Atlantic,,2.0,2025-09-23 17:37:00,MAA,2025-09-23 17:35:00,2025-09-23 16:03:00,29.0,2025-09-23 15:38:00,BOM,2025-09-23 15:35:00,VS8592,India,India
active,departure,6E,IndiGo,,2.0,2025-09-23 17:37:00,MAA,2025-09-23 17:35:00,2025-09-23 16:03:00,29.0,2025-09-23 15:38:00,BOM,2025-09-23 15:35:00,6E5196,India,India
active,departure,6E,IndiGo,,29.0,2025-09-23 17:58:00,JRG,2025-09-23 17:30:00,2025-09-23 16:08:00,34.0,2025-09-23 15:53:00,BOM,2025-09-23 15:35:00,6E6275,India,
active,departure,AI,Air India,,,2025-09-23 17:31:00,VGA,2025-09-23 17:45:00,2025-09-23 16:06:00,11.0,2025-09-23 15:43:00,BOM,2025-09-23 15:55:00,AI598,India,India
active,departure,SQ,Singapore Airlines,,,2025-09-23 17:22:00,HYD,2025-09-23 17:35:00,2025-09-23 16:14:00,14.0,2025-09-23 15:50:00,BOM,2025-09-23 16:00:00,SQ4849,India,India
active,departure,AI,Air India,,,2025-09-23 17:22:00,HYD,2025-09-23 17:35:00,2025-09-23 16:14:00,14.0,2025-09-23 15:50:00,BOM,2025-09-23 16:00:00,AI2531,India,India
active,departure,AI,Air India,,,2025-09-23 18:09:00,DEL,2025-09-23 18:30:00,2025-09-23 16:22:00,22.0,2025-09-23 16:03:00,BOM,2025-09-23 16:00:00,AI2687,India,India
active,departure,EK,Emirates,,,2025-09-23 17:09:00,DXB,2025-09-23 17:40:00,2025-09-23 16:19:00,19.0,2025-09-23 15:56:00,BOM,2025-09-23 16:00:00,EK507,India,United Arab Emirates
active,departure,JL,Jet Linx Aviation,,,2025-09-23 18:00:00,DEL,2025-09-23 18:15:00,2025-09-23 16:16:00,17.0,2025-09-23 15:55:00,BOM,2025-09-23 16:00:00,JL9268,India,India
active,departure,QF,Qantas,,,2025-09-23 18:00:00,DEL,2025-09-23 18:15:00,2025-09-23 16:16:00,17.0,2025-09-23 15:55:00,BOM,2025-09-23 16:00:00,QF5286,India,India
active,departure,VS,Virgin Atlantic,,,2025-09-23 18:00:00,DEL,2025-09-23 18:15:00,2025-09-23 16:16:00,17.0,2025-09-23 15:55:00,BOM,2025-09-23 16:00:00,VS9157,India,India
active,departure,6E,IndiGo,,,2025-09-23 18:00:00,DEL,2025-09-23 18:15:00,2025-09-23 16:16:00,17.0,2025-09-23 15:55:00,BOM,2025-09-23 16:00:00,6E359,India,India
active,departure,6E,IndiGo,,,,CCU,2025-09-23 18:35:00,,55.0,2025-09-23 16:55:00,BOM,2025-09-23 16:00:00,6E8069,India,India
active,departure,VS,Virgin Atlantic,,3.0,2025-09-23 17:33:00,IXE,2025-09-23 17:30:00,2025-09-23 16:27:00,22.0,2025-09-23 16:10:00,BOM,2025-09-23 16:05:00,VS8573,India,India
active,departure,6E,IndiGo,,3.0,2025-09-23 17:33:00,IXE,2025-09-23 17:30:00,2025-09-23 16:27:00,22.0,2025-09-23 16:10:00,BOM,2025-09-23 16:05:00,6E841,India,India
active,departure,VS,Virgin Atlantic,,1.0,2025-09-23 18:30:00,BBI,2025-09-23 18:30:00,2025-09-23 16:30:00,20.0,2025-09-23 16:07:00,BOM,2025-09-23 16:10:00,VS8485,India,India
active,departure,6E,IndiGo,,1.0,2025-09-23 18:30:00,BBI,2025-09-23 18:30:00,2025-09-23 16:30:00,20.0,2025-09-23 16:07:00,BOM,2025-09-23 16:10:00,6E463,India,India
active,departure,AI,Air India,,3.0,2025-09-23 18:18:00,JAI,2025-09-23 18:15:00,2025-09-23 16:51:00,37.0,2025-09-23 16:28:00,BOM,2025-09-23 16:15:00,AI9718,India,India
active,departure,IX,Air India Express,,3.0,2025-09-23 18:18:00,JAI,2025-09-23 18:15:00,2025-09-23 16:51:00,37.0,2025-09-23 16:28:00,BOM,2025-09-23 16:15:00,IX1214,India,India
active,departure,AI,Air India,,,2025-09-23 17:37:00,DXB,2025-09-23 17:55:00,2025-09-23 16:38:00,18.0,2025-09-23 16:15:00,BOM,2025-09-23 16:20:00,AI919,India,United Arab Emirates
active,departure,6E,IndiGo,,3.0,2025-09-23 22:42:00,BKK,2025-09-23 22:40:00,2025-09-23 16:57:00,37.0,2025-09-23 16:25:00,BOM,2025-09-23 16:20:00,6E1059,India,Thailand
active,departure,AI,Air India,,,2025-09-23 17:43:00,DXB,2025-09-23 18:15:00,2025-09-23 16:43:00,19.0,2025-09-23 16:19:00,BOM,2025-09-23 16:25:00,AI2201,India,United Arab Emirates
active,departure,AI,Air India,,,2025-09-23 19:13:00,CCU,2025-09-23 19:15:00,2025-09-23 16:46:00,22.0,2025-09-23 16:21:00,BOM,2025-09-23 16:25:00,AI2481,India,India
active,departure,VS,Virgin Atlantic,,,,IDR,2025-09-23 17:50:00,,20.0,2025-09-23 16:45:00,BOM,2025-09-23 16:25:00,VS8567,India,India
active,departure,6E,IndiGo,,,,IDR,2025-09-23 17:50:00,,20.0,2025-09-23 16:45:00,BOM,2025-09-23 16:25:00,6E6599,India,India
active,departure,VS,Virgin Atlantic,,,2025-09-23 18:18:00,JAI,2025-09-23 18:20:00,2025-09-23 16:55:00,25.0,2025-09-23 16:25:00,BOM,2025-09-23 16:30:00,VS8577,India,India
active,departure,6E,IndiGo,,,2025-09-23 18:18:00,JAI,2025-09-23 18:20:00,2025-09-23 16:55:00,25.0,2025-09-23 16:25:00,BOM,2025-09-23 16:30:00,6E241,India,India
active,departure,VS,Virgin Atlantic,,4.0,2025-09-23 18:54:00,IXC,2025-09-23 18:50:00,2025-09-23 17:02:00,28.0,2025-09-23 16:40:00,BOM,2025-09-23 16:35:00,VS8569,India,India
active,departure,6E,IndiGo,,4.0,2025-09-23 18:54:00,IXC,2025-09-23 18:50:00,2025-09-23 17:02:00,28.0,2025-09-23 16:40:00,BOM,2025-09-23 16:35:00,6E5146,India,India
active,departure,BA,British Airways,,,2025-09-23 18:30:00,BLR,2025-09-23 18:35:00,2025-09-23 17:10:00,36.0,2025-09-23 16:46:00,BOM,2025-09-23 16:35:00,BA8770,India,India
active,departure,JL,Jet Linx Aviation,,,2025-09-23 18:30:00,BLR,2025-09-23 18:35:00,2025-09-23 17:10:00,36.0,2025-09-23 16:46:00,BOM,2025-09-23 16:35:00,JL9766,India,India
active,departure,QF,Qantas,,,2025-09-23 18:30:00,BLR,2025-09-23 18:35:00,2025-09-23 17:10:00,36.0,2025-09-23 16:46:00,BOM,2025-09-23 16:35:00,QF5074,India,India
active,departure,VS,Virgin Atlantic,,,2025-09-23 18:30:00,BLR,2025-09-23 18:35:00,2025-09-23 17:10:00,36.0,2025-09-23 16:46:00,BOM,2025-09-23 16:35:00,VS8497,India,India
active,departure,6E,IndiGo,,,2025-09-23 18:30:00,BLR,2025-09-23 18:35:00,2025-09-23 17:10:00,36.0,2025-09-23 16:46:00,BOM,2025-09-23 16:35:00,6E5221,India,India
active,departure,ET,Ethiopian Airlines,,,2025-09-23 18:18:00,BLR,2025-09-23 18:45:00,2025-09-23 16:59:00,19.0,2025-09-23 16:38:00,BOM,2025-09-23 16:40:00,ET4409,India,India
active,departure,AI,Air India,,,2025-09-23 18:18:00,BLR,2025-09-23 18:45:00,2025-09-23 16:59:00,19.0,2025-09-23 16:38:00,BOM,2025-09-23 16:40:00,AI2607,India,India
unknown,departure,MH,Malaysia Airlines,,,,KUL,2025-09-24 00:30:00,,,,BOM,2025-09-23 16:45:00,MH6247,India,Malaysia
active,departure,QP,Akasa Air,,3.0,2025-09-23 19:47:00,CCU,2025-09-23 19:45:00,2025-09-23 17:22:00,32.0,2025-09-23 16:50:00,BOM,2025-09-23 16:50:00,QP1124,India,India
active,departure,OG,Star Air,,,2025-09-23 17:51:00,IXG,2025-09-23 18:00:00,2025-09-23 17:08:00,18.0,2025-09-23 16:46:00,BOM,2025-09-23 16:50:00,OG112,India,India
active,departure,SQ,Singapore Airlines,,,2025-09-23 18:43:00,JAI,2025-09-23 19:05:00,2025-09-23 17:18:00,19.0,2025-09-23 17:00:00,BOM,2025-09-23 17:00:00,SQ4971,India,India
active,departure,AI,Air India,,,2025-09-23 18:43:00,JAI,2025-09-23 19:05:00,2025-09-23 17:18:00,19.0,2025-09-23 17:00:00,BOM,2025-09-23 17:00:00,AI621,India,India
active,departure,QP,Akasa Air,,2.0,2025-09-23 19:22:00,VNS,2025-09-23 19:20:00,2025-09-23 17:29:00,30.0,2025-09-23 17:00:00,BOM,2025-09-23 17:00:00,QP1491,India,India
active,departure,AA,American Airlines,,,2025-09-23 19:09:00,DEL,2025-09-23 19:15:00,2025-09-23 17:24:00,25.0,2025-09-23 17:06:00,BOM,2025-09-23 17:00:00,AA9207,India,India
active,departure,JL,Jet Linx Aviation,,,2025-09-23 19:09:00,DEL,2025-09-23 19:15:00,2025-09-23 17:24:00,25.0,2025-09-23 17:06:00,BOM,2025-09-23 17:00:00,JL8464,India,India
active,departure,QF,Qantas,,,2025-09-23 19:09:00,DEL,2025-09-23 19:15:00,2025-09-23 17:24:00,25.0,2025-09-23 17:06:00,BOM,2025-09-23 17:00:00,QF5288,India,India
active,departure,VS,Virgin Atlantic,,,2025-09-23 19:09:00,DEL,2025-09-23 19:15:00,2025-09-23 17:24:00,25.0,2025-09-23 17:06:00,BOM,2025-09-23 17:00:00,VS8528,India,India
active,departure,6E,IndiGo,,,2025-09-23 19:09:00,DEL,2025-09-23 19:15:00,2025-09-23 17:24:00,25.0,2025-09-23 17:06:00,BOM,2025-09-23 17:00:00,6E2162,India,India
active,departure,AI,Air India,,,2025-09-23 18:28:00,AUH,2025-09-23 18:50:00,2025-09-23 17:27:00,22.0,2025-09-23 16:58:00,BOM,2025-09-23 17:05:00,AI9053,India,United Arab Emirates
active,departure,IX,Air India Express,,,2025-09-23 18:28:00,AUH,2025-09-23 18:50:00,2025-09-23 17:27:00,22.0,2025-09-23 16:58:00,BOM,2025-09-23 17:05:00,IX257,India,United Arab Emirates
active,departure,VS,Virgin Atlantic,,4.0,2025-09-23 18:43:00,HYD,2025-09-23 18:40:00,2025-09-23 17:34:00,25.0,2025-09-23 17:32:00,BOM,2025-09-23 17:10:00,VS8557,India,India
active,departure,6E,IndiGo,,4.0,2025-09-23 18:43:00,HYD,2025-09-23 18:40:00,2025-09-23 17:34:00,25.0,2025-09-23 17:32:00,BOM,2025-09-23 17:10:00,6E5228,India,India
active,departure,AI,Air India,,,2025-09-23 19:57:00,JED,2025-09-23 20:40:00,2025-09-23 17:56:00,47.0,2025-09-23 17:45:00,BOM,2025-09-23 17:10:00,AI937,India,Saudi Arabia
active,departure,VS,Virgin Atlantic,,,,MAA,2025-09-23 19:15:00,,60.0,2025-09-23 18:15:00,BOM,2025-09-23 17:15:00,VS8590,India,India
active,departure,6E,IndiGo,,,,MAA,2025-09-23 19:15:00,,60.0,2025-09-23 18:15:00,BOM,2025-09-23 17:15:00,6E5048,India,India
active,departure,ET,Ethiopian Airlines,,,,COK,2025-09-23 19:15:00,,15.0,2025-09-23 17:35:00,BOM,2025-09-23 17:20:00,ET1229,India,India
active,departure,AI,Air India,,,,COK,2025-09-23 19:15:00,,15.0,2025-09-23 17:35:00,BOM,2025-09-23 17:20:00,AI681,India,India
active,departure,BA,British Airways,,,2025-09-23 18:17:00,GOI,2025-09-23 18:30:00,2025-09-23 17:31:00,12.0,2025-09-23 17:15:00,BOM,2025-09-23 17:20:00,BA7997,India,India
active,departure,VS,Virgin Atlantic,,,2025-09-23 18:17:00,GOI,2025-09-23 18:30:00,2025-09-23 17:31:00,12.0,2025-09-23 17:15:00,BOM,2025-09-23 17:20:00,VS8543,India,India
active,departure,6E,IndiGo,,,2025-09-23 18:17:00,GOI,2025-09-23 18:30:00,2025-09-23 17:31:00,12.0,2025-09-23 17:15:00,BOM,2025-09-23 17:20:00,6E327,India,India
active,departure,SQ,Singapore Airlines,,,2025-09-23 19:26:00,DEL,2025-09-23 19:45:00,2025-09-23 17:41:00,17.0,2025-09-23 17:18:00,BOM,2025-09-23 17:25:00,SQ4876,India,India
active,departure,AI,Air India,,,2025-09-23 19:26:00,DEL,2025-09-23 19:45:00,2025-09-23 17:41:00,17.0,2025-09-23 17:18:00,BOM,2025-09-23 17:25:00,AI2910,India,India
active,departure,6E,IndiGo,,1.0,2025-09-23 19:11:00,RJA,2025-09-23 19:10:00,2025-09-23 17:39:00,14.0,2025-09-23 17:32:00,BOM,2025-09-23 17:25:00,6E582,India,India
active,departure,6E,IndiGo,,1.0,2025-09-23 19:15:00,VGA,2025-09-23 19:15:00,2025-09-23 17:49:00,19.0,2025-09-23 17:30:00,BOM,2025-09-23 17:30:00,6E936,India,India
active,departure,AI,Air India,,,2025-09-23 19:19:00,BLR,2025-09-23 19:30:00,2025-09-23 17:52:00,22.0,2025-09-23 17:32:00,BOM,2025-09-23 17:30:00,AI2849,India,India
active,departure,6E,IndiGo,,,2025-09-23 18:47:00,UDR,2025-09-23 19:05:00,2025-09-23 17:44:00,9.0,2025-09-23 17:35:00,BOM,2025-09-23 17:35:00,6E5173,India,India
active,departure,SQ,Singapore Airlines,,,2025-09-23 19:45:00,TRV,2025-09-23 20:00:00,2025-09-23 17:54:00,14.0,2025-09-23 17:38:00,BOM,2025-09-23 17:40:00,SQ4839,India,India
active,departure,ET,Ethiopian Airlines,,,2025-09-23 19:45:00,TRV,2025-09-23 20:00:00,2025-09-23 17:54:00,14.0,2025-09-23 17:38:00,BOM,2025-09-23 17:40:00,ET4411,India,India
active,departure,AI,Air India,,,2025-09-23 19:45:00,TRV,2025-09-23 20:00:00,2025-09-23 17:54:00,14.0,2025-09-23 17:38:00,BOM,2025-09-23 17:40:00,AI2655,India,India
active,departure,YG,YTO Cargo Airlines,,,,NNG,2025-09-24 04:20:00,,,,BOM,2025-09-23 17:50:00,YG9150,India,China
active,departure,VS,Virgin Atlantic,,,,VTZ,2025-09-23 20:00:00,,,2025-09-23 17:42:00,BOM,2025-09-23 17:55:00,VS8612,India,India
active,departure,6E,IndiGo,,,,VTZ,2025-09-23 20:00:00,,,2025-09-23 17:42:00,BOM,2025-09-23 17:55:00,6E5248,India,India
active,departure,6E,IndiGo,,,,JED,2025-09-23 20:25:00,,,2025-09-23 17:55:00,BOM,2025-09-23 17:55:00,6E61,India,Saudi Arabia
active,departure,AI,Air India,,,,DEL,2025-09-23 20:25:00,,,2025-09-23 17:50:00,BOM,2025-09-23 18:00:00,AI2440,India,India
active,departure,AA,American Airlines,,,,DEL,2025-09-23 20:15:00,,,2025-09-23 17:55:00,BOM,2025-09-23 18:00:00,AA9212,India,India
active,departure,JL,Jet Linx Aviation,,,,DEL,2025-09-23 20:15:00,,,2025-09-23 17:55:00,BOM,2025-09-23 18:00:00,JL9272,India,India
active,departure,QF,Qantas,,,,DEL,2025-09-23 20:15:00,,,2025-09-23 17:55:00,BOM,2025-09-23 18:00:00,QF5300,India,India
active,departure,VS,Virgin Atlantic,,,,DEL,2025-09-23 20:15:00,,,2025-09-23 17:55:00,BOM,2025-09-23 18:00:00,VS8538,India,India
active,departure,6E,IndiGo,,,,DEL,2025-09-23 20:15:00,,,2025-09-23 17:55:00,BOM,2025-09-23 18:00:00,6E6082,India,India
active,departure,AI,Air India,,,,MAA,2025-09-23 20:10:00,,,2025-09-23 17:53:00,BOM,2025-09-23 18:05:00,AI573,India,India
active,departure,VS,Virgin Atlantic,,,,CJB,2025-09-23 20:05:00,,,2025-09-23 18:00:00,BOM,2025-09-23 18:05:00,VS8516,India,India
active,departure,6E,IndiGo,,,,CJB,2025-09-23 20:05:00,,,2025-09-23 18:00:00,BOM,2025-09-23 18:05:00,6E871,India,India
active,departure,QP,Akasa Air,,,,BLR,2025-09-23 20:15:00,,,2025-09-23 18:15:00,BOM,2025-09-23 18:15:00,QP1955,India,India
active,departure,VS,Virgin Atlantic,,,,CCU,2025-09-23 21:00:00,,,2025-09-23 18:10:00,BOM,2025-09-23 18:15:00,VS8508,India,India
active,departure,6E,IndiGo,,,,CCU,2025-09-23 21:00:00,,,2025-09-23 18:10:00,BOM,2025-09-23 18:15:00,6E5086,India,India
active,departure,SQ,Singapore Airlines,,,,JED,2025-09-23 21:40:00,,30.0,2025-09-23 18:50:00,BOM,2025-09-23 18:20:00,SQ4983,India,Saudi Arabia
active,departure,AI,Air India,,,,JED,2025-09-23 21:40:00,,30.0,2025-09-23 18:50:00,BOM,2025-09-23 18:20:00,AI931,India,Saudi Arabia
active,departure,AI,Air India,,,,BBI,2025-09-23 20:45:00,,,2025-09-23 18:20:00,BOM,2025-09-23 18:20:00,AI9536,India,India
active,departure,IX,Air India Express,,,,BBI,2025-09-23 20:45:00,,,2025-09-23 18:20:00,BOM,2025-09-23 18:20:00,IX1024,India,India
active,departure,6E,IndiGo,,,,DXB,2025-09-23 19:50:00,,,2025-09-23 18:20:00,BOM,2025-09-23 18:20:00,6E1455,India,United Arab Emirates
active,departure,VS,Virgin Atlantic,,,,IXE,2025-09-23 19:55:00,,40.0,2025-09-23 19:00:00,BOM,2025-09-23 18:20:00,VS8574,India,India
active,departure,6E,IndiGo,,,,IXE,2025-09-23 19:55:00,,40.0,2025-09-23 19:00:00,BOM,2025-09-23 18:20:00,6E6549,India,India
active,departure,AI,Air India,,,,GOI,2025-09-23 19:40:00,,,2025-09-23 18:25:00,BOM,2025-09-23 18:25:00,AI9533,India,India
active,departure,IX,Air India Express,,,,GOI,2025-09-23 19:40:00,,,2025-09-23 18:25:00,BOM,2025-09-23 18:25:00,IX1243,India,India
active,departure,VS,Virgin Atlantic,,,,AMD,2025-09-23 19:45:00,,,2025-09-23 18:25:00,BOM,2025-09-23 18:25:00,VS8478,India,India
active,departure,6E,IndiGo,,,,AMD,2025-09-23 19:45:00,,,2025-09-23 18:25:00,BOM,2025-09-23 18:25:00,6E5254,India,India
active,departure,SQ,Singapore Airlines,,,,DEL,2025-09-23 20:50:00,,,2025-09-23 18:30:00,BOM,2025-09-23 18:30:00,SQ4866,India,India
active,departure,AI,Air India,,,,DEL,2025-09-23 20:50:00,,,2025-09-23 18:30:00,BOM,2025-09-23 18:30:00,AI2996,India,India
active,departure,AI,Air India,,,,MAA,2025-09-23 20:55:00,,,2025-09-23 18:40:00,BOM,2025-09-23 18:40:00,AI435,India,India
active,departure,VS,Virgin Atlantic,,,,IDR,2025-09-23 20:05:00,,,2025-09-23 18:40:00,BOM,2025-09-23 18:40:00,VS8565,India,India
active,departure,6E,IndiGo,,,,IDR,2025-09-23 20:05:00,,,2025-09-23 18:40:00,BOM,2025-09-23 18:40:00,6E551,India,India
